"userName","beerName","scoreHoppiness","scoreBody","scoreBalance","scoreComplexity","scoreCrispiness","scoreHipsterness","userComment","timestamp"
"tyu","St. Mel's: Autumn IPA","0","0","0","0","0","0","","1517601277"
